Project Name,Issue URL,issue number,pr that mention,title
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/325,325,327 341 ,Tests on CI server failed sometimes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/260,260,261 ,Make easier to test DLK on local DE10-Nano
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1039,1039,1040 ,global.tpl.h includes redundant address definitions
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/722,722,723 ,Need documentation that uses docker image
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/865,865,867 ,Bug in extras_requires on [cpu]
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/473,473,595 664 ,Smarter memory allocation and reuse for DLK runtime
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/424,424,425 589 ,Convert failed when GPU driver version is not 410.104.0
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/90,90,92 ,`train` command with data augmentation options failed
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/961,961,999 ,Refactor network class interface
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/259,259,264 ,usb_camera_demo.py doesn't work with python3
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1145,1145,1146 ,CI: fix existing mypy errors
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/808,808,809 ,Update pytablewriter 0.35 to 0.47.0
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1169,1169,1182 ,Docs: Linux system image is out of date
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/263,263,265 ,Data shape error when executing usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1201,1201,1235 ,use modified tf.sign that can only output two possible values (for binary quantizer)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/408,408,411 ,Remove TVM code
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/185,185,186 ,High CPU and Memory use by DatasetIterator class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/701,701,713 ,Optimize AveragePool implementation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/412,412,432 ,"In segmentation/base.py, a debug print is displayed."
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/804,804,816 1083 ,The time measurement results are different between run.py and lm_*.elf
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1020,1020,1030 1031 ,Verify C++ inference runtime
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/150,150,157 ,There are cases to fail packing
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1173,1173,1177 ,"""validation"" is needed in available_subsets in the FER2013 dataset loader "
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1061,1061,1113 ,Introduce new class to manage tensors
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/812,812,825 ,Move requirements.txt to setup.cfg
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/687,687,689 695 ,Update TensorFlow 1.14 -> 1.15
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/901,901,905 ,CI is unstable: it sometimes fails during docker build
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/852,852,871 ,output_template is broken
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1164,1164,1165 ,Function of offsetVolume uses division
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/413,413,452 ,remove unused files
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1076,1076,1096 ,ilsvrc2012 failed in convert
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/805,805,807 ,run.py's trial parameter is not working
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/741,741,774 791 818 843 844 875 ,Move code in lmnet directory to blueoil directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/254,254,255 ,Update Pillow
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/25,25,69 ,Make pull request template
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/468,468,594 ,shape method in the View class should be renamed
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/346,346,347 ,Pass_lookup failed to convert some cases
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/203,203,204 205 ,run.py raise SystemError on object detection task
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/700,700,633 ,Reduce BDD100K fixture images size
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/64,64,67 992 ,Enable code editing without docker rebuild
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/757,757,760 ,Cannot make libdlk_x86_avx.a
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/612,612,643 ,generate dataset iterator prefetch flag from Blueoil prefetch flag
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/868,868,942 ,Improve readability of `blueoil/cmd/predict.py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/491,491,495 513 ,Add a box related module
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/448,448,455 ,sort import order
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/761,761,779 ,Unnecessary test should be removed
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/673,673,674 ,Change default experiment_id in `blueoil/cmd/train.py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1216,1216,1217 ,Failed to convert when reshape quantized tensor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/171,171,172 ,fail lm_fpga.elf in concat netowrk
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/937,937,1200 ,The contents of keep_me.md should be placed at right place
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/960,960,1056 ,Convert failed if resize preprocess is not applied
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/433,433,442 461 ,remove LmThingsOnATable class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/3,3,32 ,customization of learning rate
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1152,1152,1149 1155 ,Improve code quality of output_template
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1017,1017,1041 ,Files under test directory are not used anymore
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/183,183,184 ,Add option to export npy file
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/479,479,875 894 895 899 902 913 914 915 916 927 1067 1069 1073 1074 1075 ,Consider upgrading to TensorFlow 2.0
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/750,750,751 752 753 789 1099 ,Docker image for CPU
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/245,245,246 ,Cannot re-training when existing experiment ID is specified
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/711,711,719 ,Support cosine learning rate scheduling
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/22,22,121 ,fix broken links in the documents
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/480,480,570 579 ,rename lmnet/utils/json.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/746,746,795 798 836 837 838 ,Move code in lmnet/executor directory to blueoil/cmd directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/603,603,730 847 ,Merge dlk/docs to docs of top directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/414,414,494 ,MscocoObjectDetection does not work.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/101,101,102 111 ,Use Advanced SIMD on AArch64
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1026,1026,1064 ,Make `output_template/python/run.py` work with custom data_processors
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/855,855,856 ,Import as NNLib is not necessary
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/906,906,943 ,Error message when failed to load config does not user-friendly
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/269,269,270 291 ,Add new IP and Project files
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/117,117,144 ,Generate Output Template for GPU  Model
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/814,814,828 ,PULL_REQUEST_TEMPLATE.md is deprecated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/249,249,567 886 ,LMBiSeNet inference test error
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/619,619,794 1131 ,Remove Binary Files from this Repository
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/530,530,543 ,Remove Docker related files in lmnet directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/475,475,683 ,support 5x5 convolution
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/971,971,982 ,UserWarning for LmSegnetV1Quantize
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1047,1047,1048 ,Prediction on FPGA doesn't work without -cache option
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/208,208,213 ,The Cityscapes dataset loader wanted
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1143,1143,1139 ,Remove enum34 package from output_template
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1006,1006,1013 1015 ,Refactor Makefile
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/731,731,756 759 ,Optimize channel-wise Split/Concat for ChHWBCl layout
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/361,361,363 ,Completely unused modules
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/418,418,423 ,typo: placeholderes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1092,1092,1094 1220 ,Remove Easydict dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/377,377,366 ,Fix Rotate class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/727,727,728 776 846 ,Support multinode training on k8s and TFDS preprocessor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/819,819,820 ,Variables declaration are missing in usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/233,233,271 ,Need to change `Prerequisites` page
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/663,663,668 ,"Remove ""--cache"" option from `blueoil/dlk/python/dlk/scripts/generate_project.py`"
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/458,458,548 ,add `global_step` variable as an argument for all loss function
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1178,1178,1179 ,Need a list of PRETRAIN_VARS for fine tuning
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/634,634,636 ,remove dlk/python/dlk/templates/manual directory
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/771,771,874 ,An Error for ipython
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/858,858,860 862 ,Move blueoil/nn/quantizations to blueoil/quantizations
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/419,419,443 ,Remove codes for old IP
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1142,1142,1140 1166 ,Add unit test for PASCALVOC Dataset Loader classes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/931,931,955 ,Documentation: How to quantize
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1007,1007,1008 ,available_subsets are used as class variable and instance property
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1046,1046,1050 ,Wrong PYTHONPATH in some documents
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/531,531,537 ,Move lmnet/docs/specification to docs/specification
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/474,474,446 1119 ,Tensor which outputs quantized data must output both packed and unpacked tensor in some case
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1011,1011,1012 ,"Remove ""network"" and ""dataset"" args from blueoil.cmd.train.run()"
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1066,1066,1072 1086 ,Remove delta-mark
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1123,1123,1124 ,Table in Config specification is not rendered correctly
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/792,792,831 ,Remove yaml file format config files
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1174,1174,1185 ,Add configuration for `FER2013` datasets
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1162,1162,1163 ,An error happens with no detected bounding box on object detection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/507,507,587 ,Remove deprecated warnings
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/854,854,872 ,Add tests for scripts in output_template
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/946,946,948 ,"Can we remove a dataset subset type ""train_validation_saving""?"
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/550,550,551 ,Unify tensorflow version
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/747,747,780 ,Remove tox.ini in lmnet directory
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/602,602,604 ,Make dlk test executable with pytest command
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/23,23,52 73 ,kernel_transform_NHWC_to_HWNoCNi is called every time
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/481,481,693 ,refactor train.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/897,897,903 ,yaml parser error when train network
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1226,1226,1228 ,PascalVOC dataset loader doesn't accept float type bounding box
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/993,993,994 ,Misisng __init__.py in some directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1158,1158,1159 ,Resize function of runtime should have different order for arguments
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/881,881,882 ,Cannot run blueoil init with  enable data augmentation? : No
megvii-research/ICCV2019-LearningToPaint,https://github.com/megvii-research/ICCV2019-LearningToPaint/issues/2,2,1 ,`python3 baseline/train_renderer.py` call fails
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/251,251,252 250 ,Fix Ape-X (inconsistent) memory leak
